GEOID,NAME,variable,estimate,moe
5100724,"Alberta town, Virginia",B01003_001,297,96
5169936,"St. Paul town, Virginia",B01003_001,1129,219
5148952,"Manassas city, Virginia",B01003_001,42620,NA
5143424,"Lake Monticello CDP, Virginia",B01003_001,10834,829
5104872,"Bassett CDP, Virginia",B01003_001,852,296
5123584,"Dryden CDP, Virginia",B01003_001,684,332
5161208,"Pearisburg town, Virginia",B01003_001,2876,17
5161336,"Pembroke town, Virginia",B01003_001,1005,290
5127440,"Farmville town, Virginia",B01003_001,7647,338
5117424,"Cliftondale Park CDP, Virginia",B01003_001,196,186
5150840,"Mechanicsburg CDP, Virginia",B01003_001,13,18
5183888,"Weems CDP, Virginia",B01003_001,235,147
5145960,"Linville CDP, Virginia",B01003_001,277,149
5151096,"Mendota CDP, Virginia",B01003_001,132,151
5177568,"Tappahannock town, Virginia",B01003_001,1919,300
5111464,"Burke CDP, Virginia",B01003_001,44228,1895
5114744,"Chantilly CDP, Virginia",B01003_001,23107,1349
5129008,"Fort Belvoir CDP, Virginia",B01003_001,7815,984
5129136,"Fort Hunt CDP, Virginia",B01003_001,16009,859
5132496,"Great Falls CDP, Virginia",B01003_001,14968,904
5143352,"Lake Barcroft CDP, Virginia",B01003_001,10591,759
5145784,"Lincolnia CDP, Virginia",B01003_001,19812,1246
5147064,"Lorton CDP, Virginia",B01003_001,22049,2315
5115048,"Chatmoss CDP, Virginia",B01003_001,1064,312
5170296,"Sandy Level CDP, Virginia",B01003_001,621,455
5148376,"McLean CDP, Virginia",B01003_001,49587,1619
5151192,"Merrifield CDP, Virginia",B01003_001,19923,1299
5174592,"Springfield CDP, Virginia",B01003_001,31022,1501
5179950,"Tysons CDP, Virginia",B01003_001,27617,1768
5124496,"East Highland Park CDP, Virginia",B01003_001,16499,1613
5180029,"Union Mill CDP, Virginia",B01003_001,4302,631
5109072,"Braddock CDP, Virginia",B01003_001,6360,729
5131200,"Glen Allen CDP, Virginia",B01003_001,16246,1337
5144280,"Laurel CDP, Virginia",B01003_001,18480,1546
5172272,"Short Pump CDP, Virginia",B01003_001,28400,1410
5156000,"Newport News city, Virginia",B01003_001,185118,NA
5107480,"Big Stone Gap town, Virginia",B01003_001,5221,24
5157688,"Norton city, Virginia",B01003_001,3668,NA
5164272,"Pound town, Virginia",B01003_001,933,298
5156096,"Newsoms town, Virginia",B01003_001,325,92
5124752,"Eastville town, Virginia",B01003_001,316,111
5101672,"Amherst town, Virginia",B01003_001,2299,270
5175008,"Stanardsville town, Virginia",B01003_001,492,190
5147528,"Luray town, Virginia",B01003_001,4838,18
5183248,"Washington town, Virginia",B01003_001,54,34
5175680,"Stonega CDP, Virginia",B01003_001,150,111
5175536,"Stickleyville CDP, Virginia",B01003_001,209,170
5122576,"Dinwiddie CDP, Virginia",B01003_001,280,151
5122640,"Disputanta CDP, Virginia",B01003_001,807,484
5129712,"Franktown CDP, Virginia",B01003_001,0,13
5137432,"Hiltons CDP, Virginia",B01003_001,385,150
5159752,"Osaka CDP, Virginia",B01003_001,102,62
5164288,"Pounding Mill CDP, Virginia",B01003_001,314,173
5167304,"Ripplemead CDP, Virginia",B01003_001,275,154
5183136,"Warrenton town, Virginia",B01003_001,10111,33
5131952,"Gore CDP, Virginia",B01003_001,36,45
5100110,"Abbs Valley CDP, Virginia",B01003_001,184,110
5179456,"Troutdale town, Virginia",B01003_001,185,74
5100180,"Accomac town, Virginia",B01003_001,981,338
5159384,"Onley town, Virginia",B01003_001,656,280
5175344,"Stephens City town, Virginia",B01003_001,2107,405
5164880,"Pulaski town, Virginia",B01003_001,8982,53
5181280,"Vinton town, Virginia",B01003_001,8045,19
5109656,"Bridgewater town, Virginia",B01003_001,6575,17
5176000,"Strasburg town, Virginia",B01003_001,7104,28
5187712,"Woodstock town, Virginia",B01003_001,5798,17
5108152,"Bluefield town, Virginia",B01003_001,5059,34
5177792,"Tazewell town, Virginia",B01003_001,4456,28
5133648,"Grundy town, Virginia",B01003_001,777,214
5151512,"Middletown town, Virginia",B01003_001,1558,416
5121344,"Danville city, Virginia",B01003_001,42507,NA
5130208,"Galax city, Virginia",B01003_001,6687,NA
5127200,"Falls Church city, Virginia",B01003_001,14576,NA
5138424,"Hopewell city, Virginia",B01003_001,23046,NA
5161832,"Petersburg city, Virginia",B01003_001,33261,NA
5149784,"Martinsville city, Virginia",B01003_001,13539,NA
5173712,"South Boston town, Virginia",B01003_001,7942,20
5103368,"Ashland town, Virginia",B01003_001,7617,21
5182000,"Virginia Beach city, Virginia",B01003_001,457900,NA
5151448,"Middleburg town, Virginia",B01003_001,643,169
5169168,"Round Hill town, Virginia",B01003_001,668,154
5127824,"Fincastle town, Virginia",B01003_001,621,184
5183680,"Waynesboro city, Virginia",B01003_001,22341,NA
5135976,"Haymarket town, Virginia",B01003_001,1572,267
5183168,"Warsaw town, Virginia",B01003_001,2330,373
5131376,"Glen Lyn town, Virginia",B01003_001,78,36
5175216,"Staunton city, Virginia",B01003_001,25581,NA
5186720,"Winchester city, Virginia",B01003_001,28103,NA
5116992,"Clarksville town, Virginia",B01003_001,1629,253
5123760,"Dumfries town, Virginia",B01003_001,5697,21
5144984,"Leesburg town, Virginia",B01003_001,48465,41
5129744,"Fredericksburg city, Virginia",B01003_001,28258,NA
5116480,"Chilhowie town, Virginia",B01003_001,2371,479
5186784,"Windsor town, Virginia",B01003_001,2765,34
5135000,"Hampton city, Virginia",B01003_001,137217,NA
5127968,"Fishersville CDP, Virginia",B01003_001,9422,755
5176272,"Stuarts Draft CDP, Virginia",B01003_001,11554,883
5180864,"Verona CDP, Virginia",B01003_001,4582,566
5185184,"Weyers Cave CDP, Virginia",B01003_001,2212,717
5113720,"Cave Spring CDP, Virginia",B01003_001,26013,1273
5143432,"Lake Ridge CDP, Virginia",B01003_001,44720,1846
5176416,"Sudley CDP, Virginia",B01003_001,19289,1787
5179360,"Triangle CDP, Virginia",B01003_001,10886,1515
5161464,"Penhook CDP, Virginia",B01003_001,1390,461
5184632,"Westlake Corner CDP, Virginia",B01003_001,1815,580
5140088,"Irvington town, Virginia",B01003_001,519,117
5170800,"Scottsville town, Virginia",B01003_001,571,175
5114952,"Charlotte Court House town, Virginia",B01003_001,696,208
5106216,"Bellwood CDP, Virginia",B01003_001,7783,1018
5116096,"Chester CDP, Virginia",B01003_001,23068,1583
5127296,"Fancy Gap CDP, Virginia",B01003_001,23,52
5173624,"Southampton Meadows CDP, Virginia",B01003_001,479,196
5177925,"Templeton CDP, Virginia",B01003_001,119,88
5106336,"Belmont Estates CDP, Virginia",B01003_001,1192,458
5131488,"Glenvar CDP, Virginia",B01003_001,932,292
5131616,"Gloucester Point CDP, Virginia",B01003_001,11016,922
5148445,"McMullin CDP, Virginia",B01003_001,240,91
5164152,"Potomac Mills CDP, Virginia",B01003_001,6510,1292
5150856,"Mechanicsville CDP, Virginia",B01003_001,38328,1415
5153480,"Motley CDP, Virginia",B01003_001,762,182
5119571,"County Center CDP, Virginia",B01003_001,4024,793
5115176,"Cherry Hill CDP, Virginia",B01003_001,22505,1454
5122064,"Deltaville CDP, Virginia",B01003_001,809,198
5169360,"Ruckersville CDP, Virginia",B01003_001,1275,418
5120768,"Cumberland CDP, Virginia",B01003_001,334,175
5171040,"Sedley CDP, Virginia",B01003_001,687,355
5131808,"Goochland CDP, Virginia",B01003_001,953,427
5124816,"Ebony CDP, Virginia",B01003_001,126,129
5117632,"Clover CDP, Virginia",B01003_001,563,363
5167352,"Riverdale CDP, Virginia",B01003_001,1046,538
5155000,"Nathalie CDP, Virginia",B01003_001,70,84
5114312,"Central Garage CDP, Virginia",B01003_001,1393,455
5109064,"Bracey CDP, Virginia",B01003_001,1417,348
5164560,"Prince George CDP, Virginia",B01003_001,1964,575
5155400,"Nellysford CDP, Virginia",B01003_001,1396,384
5163190,"Plum Creek CDP, Virginia",B01003_001,1047,346
5108708,"Boswell's Corner CDP, Virginia",B01003_001,1215,555
5148996,"Manchester CDP, Virginia",B01003_001,11929,1584
5167256,"Riner CDP, Virginia",B01003_001,953,315
5150760,"Meadowview CDP, Virginia",B01003_001,928,175
5160512,"Pantops CDP, Virginia",B01003_001,4189,660
5129040,"Fort Chiswell CDP, Virginia",B01003_001,680,258
5150312,"Max Meadows CDP, Virginia",B01003_001,580,363
5170256,"Sandston CDP, Virginia",B01003_001,7152,1051
5102064,"Apple Mountain Lake CDP, Virginia",B01003_001,1584,422
5136216,"Heathsville CDP, Virginia",B01003_001,126,91
5142536,"King and Queen Court House CDP, Virginia",B01003_001,42,41
5155800,"New Kent CDP, Virginia",B01003_001,796,319
5143420,"Lake Land'Or CDP, Virginia",B01003_001,3179,886
5137544,"Hiwassee CDP, Virginia",B01003_001,86,58
5164976,"Pungoteague CDP, Virginia",B01003_001,195,179
5153584,"Mountain Road CDP, Virginia",B01003_001,1419,490
5160840,"Parrott CDP, Virginia",B01003_001,350,308
5108320,"Bobtown CDP, Virginia",B01003_001,214,132
5108376,"Boissevain CDP, Virginia",B01003_001,680,276
5144430,"Laurel Hill CDP, Virginia",B01003_001,7338,874
5139920,"Innsbrook CDP, Virginia",B01003_001,8699,1070
5165744,"Raven CDP, Virginia",B01003_001,2065,493
5125488,"Elliston CDP, Virginia",B01003_001,1092,532
5172080,"Shipman CDP, Virginia",B01003_001,439,272
5147224,"Lovingston CDP, Virginia",B01003_001,382,213
5138504,"Horntown CDP, Virginia",B01003_001,453,337
5183568,"Wattsville CDP, Virginia",B01003_001,1480,423
5113160,"Carrollton CDP, Virginia",B01003_001,7330,780
5105336,"Bealeton CDP, Virginia",B01003_001,4670,668
5155608,"New Church CDP, Virginia",B01003_001,487,245
5132624,"Greenbush CDP, Virginia",B01003_001,149,107
5177856,"Temperanceville CDP, Virginia",B01003_001,262,158
5152408,"Modest Town CDP, Virginia",B01003_001,227,195
5130384,"Gargatha CDP, Virginia",B01003_001,634,245
5116736,"Churchville CDP, Virginia",B01003_001,61,68
5121872,"Deerfield CDP, Virginia",B01003_001,351,229
5103608,"Augusta Springs CDP, Virginia",B01003_001,124,96
5123732,"Dulles Town Center CDP, Virginia",B01003_001,5884,585
5103320,"Ashburn CDP, Virginia",B01003_001,45479,1972
5144048,"Lansdowne CDP, Virginia",B01003_001,12840,880
5109188,"Brambleton CDP, Virginia",B01003_001,22796,1628
5129152,"Fort Lee CDP, Virginia",B01003_001,7577,717
5188176,"Yorkshire CDP, Virginia",B01003_001,10563,1147
5134304,"Hampden-Sydney CDP, Virginia",B01003_001,1936,288
5142746,"Kingstowne CDP, Virginia",B01003_001,18228,1308
5155758,"Newington Forest CDP, Virginia",B01003_001,12647,935
5128528,"Floris CDP, Virginia",B01003_001,7417,527
5142680,"Kings Park West CDP, Virginia",B01003_001,13254,1045
5149998,"Mason Neck CDP, Virginia",B01003_001,1932,220
5125968,"Esmont CDP, Virginia",B01003_001,456,202
5106728,"Bensley CDP, Virginia",B01003_001,6032,612
5117120,"Claypool Hill CDP, Virginia",B01003_001,1219,329
5130618,"George Mason CDP, Virginia",B01003_001,10017,511
5150696,"Meadows of Dan CDP, Virginia",B01003_001,39,49
5179560,"Tuckahoe CDP, Virginia",B01003_001,48049,1908
5171810,"Shenandoah Farms CDP, Virginia",B01003_001,3926,819
5152658,"Montclair CDP, Virginia",B01003_001,22083,1458
5170520,"Savage Town CDP, Virginia",B01003_001,247,248
5114544,"Chamberlayne CDP, Virginia",B01003_001,4965,661
5126592,"Fairfax Station CDP, Virginia",B01003_001,12277,1227
5143430,"Lake of the Woods CDP, Virginia",B01003_001,8356,1032
5112472,"Camp Barrett CDP, Virginia",B01003_001,1506,218
5150136,"Matoaca CDP, Virginia",B01003_001,2374,729
5141624,"Keezletown CDP, Virginia",B01003_001,507,228
5132320,"Gratton CDP, Virginia",B01003_001,1176,366
5171632,"Shawsville CDP, Virginia",B01003_001,1529,744
5180608,"Vansant CDP, Virginia",B01003_001,229,125
5142501,"Kincora CDP, Virginia",B01003_001,317,203
5165128,"Quantico Base CDP, Virginia",B01003_001,5372,426
5148520,"Madison Heights CDP, Virginia",B01003_001,10694,626
5156464,"Nokesville CDP, Virginia",B01003_001,1452,388
5187312,"Woodbridge CDP, Virginia",B01003_001,42619,2680
5180000,"Union Hall CDP, Virginia",B01003_001,1071,223
5108264,"Blue Ridge Shores CDP, Virginia",B01003_001,666,345
5104392,"Barboursville CDP, Virginia",B01003_001,708,675
5104088,"Bailey's Crossroads CDP, Virginia",B01003_001,24785,1760
5142568,"King George CDP, Virginia",B01003_001,4826,717
5101640,"Amelia Court House CDP, Virginia",B01003_001,916,390
5157368,"North Garden CDP, Virginia",B01003_001,374,163
5139259,"Hutchison CDP, Virginia",B01003_001,6947,1385
5122472,"Difficult Run CDP, Virginia",B01003_001,10434,797
5112600,"Cana CDP, Virginia",B01003_001,1330,435
5108472,"Bon Air CDP, Virginia",B01003_001,17452,1082
5153944,"Mount Hermon CDP, Virginia",B01003_001,4434,708
5145957,"Linton Hall CDP, Virginia",B01003_001,42702,1994
5108200,"Blue Ridge CDP, Virginia",B01003_001,2994,424
5180165,"University of Virginia CDP, Virginia",B01003_001,9648,424
5107944,"Blairs CDP, Virginia",B01003_001,1015,350
5167331,"Rivanna CDP, Virginia",B01003_001,2088,363
5142792,"King William CDP, Virginia",B01003_001,155,104
5155448,"Nelsonia CDP, Virginia",B01003_001,314,197
5133824,"Gwynn CDP, Virginia",B01003_001,639,302
5133584,"Groveton CDP, Virginia",B01003_001,14619,1230
5187408,"Woodlawn CDP (Carroll County), Virginia",B01003_001,2264,565
5118880,"Concord CDP, Virginia",B01003_001,1117,499
5101256,"Allisonia CDP, Virginia",B01003_001,56,59
5124272,"Earlysville CDP, Virginia",B01003_001,1182,357
5138552,"Horse Pasture CDP, Virginia",B01003_001,2291,486
5181152,"Villa Heights CDP, Virginia",B01003_001,540,263
5121088,"Dale City CDP, Virginia",B01003_001,73928,2582
5145008,"Leesylvania CDP, Virginia",B01003_001,22114,1836
5137880,"Hollins CDP, Virginia",B01003_001,16386,1031
5101912,"Annandale CDP, Virginia",B01003_001,42330,1706
5148856,"Mallow CDP, Virginia",B01003_001,604,194
5100772,"Aldie CDP, Virginia",B01003_001,211,215
5172736,"Singers Glen CDP, Virginia",B01003_001,155,90
5116240,"Chester Gap CDP, Virginia",B01003_001,1069,329
5140248,"Ivy CDP, Virginia",B01003_001,682,432
5152968,"Montvale CDP, Virginia",B01003_001,424,197
5170112,"Saluda CDP, Virginia",B01003_001,650,167
5160392,"Palmyra CDP, Virginia",B01003_001,125,192
5147496,"Lunenburg CDP, Virginia",B01003_001,220,200
5113635,"Cats Bridge CDP, Virginia",B01003_001,168,161
5174916,"Stafford Courthouse CDP, Virginia",B01003_001,4996,751
5121152,"Daleville CDP, Virginia",B01003_001,3169,523
5147136,"Loudoun Valley Estates CDP, Virginia",B01003_001,10514,752
5102112,"Aquia Harbour CDP, Virginia",B01003_001,6947,840
5112590,"Camptown CDP, Virginia",B01003_001,627,268
5166032,"Rectortown CDP, Virginia",B01003_001,59,70
5176912,"Sussex CDP, Virginia",B01003_001,145,97
5153030,"Moorefield CDP, Virginia",B01003_001,5491,1265
5135160,"Hanover CDP, Virginia",B01003_001,111,96
5144520,"Lawrenceville town, Virginia",B01003_001,1199,253
5117440,"Clifton Forge town, Virginia",B01003_001,3541,23
5117552,"Clintwood town, Virginia",B01003_001,1381,287
5186160,"Williamsburg city, Virginia",B01003_001,15486,NA
5164000,"Portsmouth city, Virginia",B01003_001,97384,NA
5155848,"New Market town, Virginia",B01003_001,2162,406
5166928,"Richlands town, Virginia",B01003_001,5266,24
5149464,"Marion town, Virginia",B01003_001,5722,26
5144696,"Lebanon town, Virginia",B01003_001,3139,17
5133488,"Grottoes town, Virginia",B01003_001,2904,20
5184960,"West Point town, Virginia",B01003_001,3396,16
5113784,"Cedar Bluff town, Virginia",B01003_001,1210,317
5119728,"Covington city, Virginia",B01003_001,5722,NA
5169536,"Rustburg CDP, Virginia",B01003_001,1610,531
5146760,"Long Branch CDP, Virginia",B01003_001,7635,1020
5110040,"Broadway town, Virginia",B01003_001,4169,17
5114968,"Charlottesville city, Virginia",B01003_001,46289,NA
5170096,"Saltville town, Virginia",B01003_001,2085,486
5105544,"Bedford town, Virginia",B01003_001,6676,24
5170000,"Salem city, Virginia",B01003_001,25372,NA
5116512,"Chincoteague town, Virginia",B01003_001,3303,13
5188145,"Yogaville CDP, Virginia",B01003_001,144,65
5151544,"Midland CDP, Virginia",B01003_001,167,121
5147208,"Lovettsville town, Virginia",B01003_001,2666,30
5183808,"Weber City town, Virginia",B01003_001,1591,332
5123392,"Dranesville CDP, Virginia",B01003_001,12154,1286
5113512,"Castlewood CDP, Virginia",B01003_001,1122,284
5176448,"Sugar Grove CDP, Virginia",B01003_001,723,208
5187008,"Wintergreen CDP, Virginia",B01003_001,413,217
5110776,"Buckhall CDP, Virginia",B01003_001,20095,1297
5165008,"Purcellville town, Virginia",B01003_001,8928,24
5163768,"Poquoson city, Virginia",B01003_001,12479,NA
5129628,"Franklin Farm CDP, Virginia",B01003_001,18903,1180
5109816,"Bristol city, Virginia",B01003_001,17036,NA
5174120,"South Run CDP, Virginia",B01003_001,6940,1023
5174100,"South Riding CDP, Virginia",B01003_001,33358,1719
5173200,"Smithfield town, Virginia",B01003_001,8625,35
5170576,"Saxis town, Virginia",B01003_001,256,123
5104856,"Baskerville CDP, Virginia",B01003_001,231,188
5106424,"Belspring CDP, Virginia",B01003_001,170,176
5125808,"Emporia city, Virginia",B01003_001,5680,NA
5128688,"Forest CDP, Virginia",B01003_001,11559,879
5151432,"Middlebrook CDP, Virginia",B01003_001,45,68
5178192,"The Plains town, Virginia",B01003_001,273,181
5126416,"Exmore town, Virginia",B01003_001,1744,364
5141016,"Jewell Ridge CDP, Virginia",B01003_001,34,45
5163896,"Port Republic CDP, Virginia",B01003_001,343,262
5107832,"Blackstone town, Virginia",B01003_001,3362,17
5165392,"Radford city, Virginia",B01003_001,16379,NA
5127232,"Falls Mills CDP, Virginia",B01003_001,128,91
5129552,"Franconia CDP, Virginia",B01003_001,17906,1111
5155752,"Newington CDP, Virginia",B01003_001,13560,1161
5178736,"Timberville town, Virginia",B01003_001,2966,32
5103000,"Arlington CDP, Virginia",B01003_001,235845,NA
5150030,"Massanutten CDP, Virginia",B01003_001,2368,401
5157531,"North Shore CDP, Virginia",B01003_001,3588,389
5153992,"Mount Jackson town, Virginia",B01003_001,1833,343
5175040,"Stanleytown CDP, Virginia",B01003_001,1463,467
5174384,"Sperryville CDP, Virginia",B01003_001,327,218
5181024,"Victoria town, Virginia",B01003_001,1946,345
5185608,"Whitesville CDP, Virginia",B01003_001,60,60
5177648,"Tasley CDP, Virginia",B01003_001,89,95
5100484,"Afton CDP, Virginia",B01003_001,263,129
5175376,"Sterling CDP, Virginia",B01003_001,31058,1635
5148184,"McDowell CDP, Virginia",B01003_001,45,33
5129840,"Free Union CDP, Virginia",B01003_001,185,139
5143359,"Lake Caroline CDP, Virginia",B01003_001,2652,590
5145512,"Lexington city, Virginia",B01003_001,7346,NA
5105928,"Belle Haven CDP, Virginia",B01003_001,6359,832
5139064,"Huntington CDP, Virginia",B01003_001,13913,1122
5168880,"Rose Hill CDP (Fairfax County), Virginia",B01003_001,21203,1124
5149320,"Mappsburg CDP, Virginia",B01003_001,27,22
5155528,"New Baltimore CDP, Virginia",B01003_001,11743,1079
5174470,"Spotsylvania Courthouse CDP, Virginia",B01003_001,6610,1071
5114984,"Chase City town, Virginia",B01003_001,2339,337
5104920,"Basye CDP, Virginia",B01003_001,1341,512
5171904,"Sherando CDP, Virginia",B01003_001,246,173
5168470,"Rockwood CDP, Virginia",B01003_001,8076,870
5103208,"Arrington CDP, Virginia",B01003_001,1226,438
5112264,"Calverton CDP, Virginia",B01003_001,54,57
5113624,"Catlett CDP, Virginia",B01003_001,190,148
5148776,"Makemie Park CDP, Virginia",B01003_001,142,106
5148968,"Manassas Park city, Virginia",B01003_001,17123,NA
5167000,"Richmond city, Virginia",B01003_001,227171,NA
5168496,"Rocky Mount town, Virginia",B01003_001,4916,23
5184368,"West Falls Church CDP, Virginia",B01003_001,31121,2510
5184976,"West Springfield CDP, Virginia",B01003_001,23372,926
5123984,"Dunn Loring CDP, Virginia",B01003_001,8707,732
5171826,"Shenandoah Shores CDP, Virginia",B01003_001,753,331
5123648,"Dublin town, Virginia",B01003_001,2673,15
5116000,"Chesapeake city, Virginia",B01003_001,249377,NA
5152904,"Montrose CDP, Virginia",B01003_001,8363,1306
5159336,"Onancock town, Virginia",B01003_001,1434,303
5112136,"Callaghan CDP, Virginia",B01003_001,317,81
5154120,"Mount Sidney CDP, Virginia",B01003_001,894,401
5113403,"Cascades CDP, Virginia",B01003_001,12542,970
5110744,"Buchanan town, Virginia",B01003_001,1108,249
5107484,"Big Stone Gap East CDP, Virginia",B01003_001,656,244
5110296,"Brookneal town, Virginia",B01003_001,1225,330
5114440,"Centreville CDP, Virginia",B01003_001,72680,3118
5187240,"Wolf Trap CDP, Virginia",B01003_001,15712,1014
5176516,"Sully Square CDP, Virginia",B01003_001,2560,551
5125408,"Elkton town, Virginia",B01003_001,2948,17
5179768,"Twin Lakes CDP, Virginia",B01003_001,1374,460
5164384,"Powhatan CDP, Virginia",B01003_001,473,244
5116608,"Christiansburg town, Virginia",B01003_001,22947,42
5131608,"Gloucester Courthouse CDP, Virginia",B01003_001,3513,770
5167288,"Rio CDP, Virginia",B01003_001,969,294
5162738,"Piney Mountain CDP, Virginia",B01003_001,2415,585
5103512,"Atkins CDP, Virginia",B01003_001,1028,262
5138632,"Hot Springs CDP, Virginia",B01003_001,455,206
5120436,"Crosspointe CDP, Virginia",B01003_001,5305,510
5175024,"Stanley town, Virginia",B01003_001,1811,383
5121008,"Dahlgren CDP, Virginia",B01003_001,3517,522
5135624,"Harrisonburg city, Virginia",B01003_001,51784,NA
5158184,"Oak Hall CDP, Virginia",B01003_001,45,49
5154144,"Mount Vernon CDP, Virginia",B01003_001,13299,889
5121312,"Dante CDP, Virginia",B01003_001,518,325
5137032,"Highland Springs CDP, Virginia",B01003_001,14881,1096
5143176,"La Crosse town, Virginia",B01003_001,565,133
5118352,"Collinsville CDP, Virginia",B01003_001,7640,845
5157000,"Norfolk city, Virginia",B01003_001,236973,NA
5150020,"Massanetta Springs CDP, Virginia",B01003_001,6254,648
5121016,"Dahlgren Center CDP, Virginia",B01003_001,723,189
5109752,"Brightwood CDP, Virginia",B01003_001,1775,517
5175440,"Stevens Creek CDP, Virginia",B01003_001,107,77
5109248,"Brandermill CDP, Virginia",B01003_001,14285,1495
5142664,"Kings Park CDP, Virginia",B01003_001,4003,622
5182371,"Wakefield CDP, Virginia",B01003_001,11621,1086
5172935,"Skyland Estates CDP, Virginia",B01003_001,791,303
5151560,"Midlothian CDP, Virginia",B01003_001,19123,1317
5125792,"Emory CDP, Virginia",B01003_001,1052,135
5112915,"Captains Cove CDP, Virginia",B01003_001,1189,386
5139544,"Independent Hill CDP, Virginia",B01003_001,9858,681
5136445,"Henry Fork CDP, Virginia",B01003_001,897,379
5333175,"Index town, Washington",B01003_001,132,66
5370000,"Tacoma city, Washington",B01003_001,219234,121
5345320,"Metaline Falls town, Washington",B01003_001,237,81
5356240,"Prescott city, Washington",B01003_001,303,110
5357465,"Reardan town, Washington",B01003_001,611,181
5323340,"Farmington town, Washington",B01003_001,144,53
5342800,"Mansfield town, Washington",B01003_001,324,93
5320260,"Eatonville town, Washington",B01003_001,2845,19
5329710,"Harrah town, Washington",B01003_001,640,118
5379135,"Wilson Creek town, Washington",B01003_001,174,69
5378925,"Wilkeson town, Washington",B01003_001,463,150
5340980,"Mabton city, Washington",B01003_001,2314,490
5379975,"Yacolt town, Washington",B01003_001,1563,333
5323970,"Fircrest city, Washington",B01003_001,7098,19
5380150,"Yarrow Point town, Washington",B01003_001,1280,207
5377630,"Westport city, Washington",B01003_001,2498,650
5333560,"Ione town, Washington",B01003_001,342,115
5301430,"Allyn CDP, Washington",B01003_001,2249,574
5332125,"Hoodsport CDP, Washington",B01003_001,162,131
5333890,"Jamestown CDP, Washington",B01003_001,326,161
5302025,"Anatone CDP, Washington",B01003_001,9,14
5378050,"Wheeler CDP, Washington",B01003_001,236,336
5307450,"Bow CDP, Washington",B01003_001,357,386
5368365,"Summit CDP, Washington",B01003_001,8819,949
5315603,"Crescent Bar CDP, Washington",B01003_001,225,103
5318055,"Dixie CDP, Washington",B01003_001,156,66
5361925,"Schwana CDP, Washington",B01003_001,351,269
5368557,"Sunland Estates CDP, Washington",B01003_001,110,67
5346405,"Moclips CDP, Washington",B01003_001,78,90
5312840,"Clear Lake CDP (Skagit County), Washington",B01003_001,1121,236
5337415,"Lake Ketchum CDP, Washington",B01003_001,1402,508
5316760,"Dash Point CDP, Washington",B01003_001,923,148
5372030,"Touchet CDP, Washington",B01003_001,485,148
5329920,"Hartline town, Washington",B01003_001,202,83
5365345,"Soap Lake city, Washington",B01003_001,1378,450
5313890,"Colton town, Washington",B01003_001,340,114
5326140,"Garfield town, Washington",B01003_001,586,150
5360510,"Ruston city, Washington",B01003_001,1270,247
5358235,"Richland city, Washington",B01003_001,60867,60
5337830,"Lake Shore CDP, Washington",B01003_001,6587,996
5346125,"Minnehaha CDP, Washington",B01003_001,11582,1324
5344725,"Medina city, Washington",B01003_001,2923,43
5364855,"Skykomish town, Washington",B01003_001,116,47
5322010,"Entiat city, Washington",B01003_001,1038,255
5336045,"Kittitas city, Washington",B01003_001,1281,300
5365765,"South Cle Elum town, Washington",B01003_001,715,251
5307695,"Bremerton city, Washington",B01003_001,43983,42
5327365,"Gold Bar city, Washington",B01003_001,2338,440
5379835,"Woodway city, Washington",B01003_001,1118,135
5347315,"Mossyrock city, Washington",B01003_001,911,292
5371785,"Toledo city, Washington",B01003_001,523,154
5325370,"Fox Island CDP, Washington",B01003_001,3644,370
5357850,"Republic city, Washington",B01003_001,1120,232
5350430,"Oakville city, Washington",B01003_001,656,188
5327435,"Goldendale city, Washington",B01003_001,3448,12
5348540,"Nespelem town, Washington",B01003_001,155,55
5322990,"Fairfield town, Washington",B01003_001,614,128
5367000,"Spokane city, Washington",B01003_001,227922,65
5343395,"Marcus town, Washington",B01003_001,182,94
5350045,"Northport town, Washington",B01003_001,236,94
5349275,"Nooksack city, Washington",B01003_001,1564,349
5368330,"Sumas city, Washington",B01003_001,1397,308
5376125,"Wapato city, Washington",B01003_001,4600,20
5376510,"Waterville town, Washington",B01003_001,1488,318
5315185,"Coupeville town, Washington",B01003_001,2040,315
5313595,"Cohassett Beach CDP, Washington",B01003_001,291,162
5352378,"Oyehut CDP, Washington",B01003_001,51,65
5370175,"Taholah CDP, Washington",B01003_001,823,184
5311090,"Centerville CDP, Washington",B01003_001,113,70
5340735,"Lyle CDP, Washington",B01003_001,254,112
5359250,"Rockport CDP, Washington",B01003_001,59,67
5316375,"Custer CDP, Washington",B01003_001,301,151
5337538,"Lake Marcel-Stillwater CDP, Washington",B01003_001,1396,471
5313155,"Clinton CDP, Washington",B01003_001,1165,397
5359635,"Ronald CDP, Washington",B01003_001,251,254
5310600,"Cathcart CDP, Washington",B01003_001,2105,479
5341470,"Machias CDP, Washington",B01003_001,1260,405
5380010,"Yakima city, Washington",B01003_001,96764,61
5367210,"Springdale town, Washington",B01003_001,513,288
5379380,"Winthrop town, Washington",B01003_001,408,183
5330060,"Hatton town, Washington",B01003_001,492,434
5307835,"Brewster city, Washington",B01003_001,2241,532
5313365,"Clyde Hill city, Washington",B01003_001,3108,40
5342275,"Malden town, Washington",B01003_001,194,81
5321730,"Endicott town, Washington",B01003_001,378,130
5330030,"Hat Island CDP, Washington",B01003_001,21,34
5331540,"Hogans Corner CDP, Washington",B01003_001,8,13
